##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
antimicrobial humoral response	Gene Ontology	GO:0019730	2	6	0.0940237454267	0.577201326092	ENSG00000142515|ENSG00000096088	http://amigo.geneontology.org/amigo/term/GO:0019730
interleukin-1 secretion	Gene Ontology	GO:0050701	2	6	0.0940237454267	0.577201326092	ENSG00000221926|ENSG00000169900	http://amigo.geneontology.org/amigo/term/GO:0050701
positive regulation of DNA replication	Gene Ontology	GO:0045740	2	6	0.0940237454267	0.577201326092	ENSG00000170312|ENSG00000129173	http://amigo.geneontology.org/amigo/term/GO:0045740
ossification involved in bone maturation	Gene Ontology	GO:0043931	2	6	0.0940237454267	0.577201326092	ENSG00000178882|ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0043931
solute:anion antiporter activity	Gene Ontology	GO:0140323	2	6	0.0940237454267	0.577201326092	ENSG00000114923|ENSG00000088836	http://amigo.geneontology.org/amigo/term/GO:0140323
AMPA glutamate receptor complex	Gene Ontology	GO:0032281	2	6	0.0940237454267	0.577201326092	ENSG00000118733|ENSG00000120251	http://amigo.geneontology.org/amigo/term/GO:0032281
bile acid metabolic process	Gene Ontology	GO:0008206	2	6	0.0940237454267	0.577201326092	ENSG00000170231|ENSG00000147465	http://amigo.geneontology.org/amigo/term/GO:0008206
negative regulation of cell cycle G2/M phase transition	Gene Ontology	GO:1902750	2	6	0.0940237454267	0.577201326092	ENSG00000140525|ENSG00000145386	http://amigo.geneontology.org/amigo/term/GO:1902750
E-box binding	Gene Ontology	GO:0070888	2	6	0.0940237454267	0.577201326092	ENSG00000260428|ENSG00000162992	http://amigo.geneontology.org/amigo/term/GO:0070888
calcium activated cation channel activity	Gene Ontology	GO:0005227	2	6	0.0940237454267	0.577201326092	ENSG00000215262|ENSG00000105642	http://amigo.geneontology.org/amigo/term/GO:0005227
centrosome localization	Gene Ontology	GO:0051642	2	6	0.0940237454267	0.577201326092	ENSG00000066279|ENSG00000087586	http://amigo.geneontology.org/amigo/term/GO:0051642
negative regulation of response to cytokine stimulus	Gene Ontology	GO:0060761	2	6	0.0940237454267	0.577201326092	ENSG00000169855|ENSG00000183763	http://amigo.geneontology.org/amigo/term/GO:0060761
cardiac muscle cell proliferation	Gene Ontology	GO:0060038	2	6	0.0940237454267	0.577201326092	ENSG00000163217|ENSG00000078900	http://amigo.geneontology.org/amigo/term/GO:0060038
embryonic cranial skeleton morphogenesis	Gene Ontology	GO:0048701	2	6	0.0940237454267	0.577201326092	ENSG00000156150|ENSG00000115844	http://amigo.geneontology.org/amigo/term/GO:0048701
regulation of cardiac muscle cell proliferation	Gene Ontology	GO:0060043	2	6	0.0940237454267	0.577201326092	ENSG00000163217|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0060043
specification of animal organ identity	Gene Ontology	GO:0010092	2	6	0.0940237454267	0.577201326092	ENSG00000160973|ENSG00000123388	http://amigo.geneontology.org/amigo/term/GO:0010092
musculoskeletal movement	Gene Ontology	GO:0050881	2	6	0.0940237454267	0.577201326092	ENSG00000162004|ENSG00000105048	http://amigo.geneontology.org/amigo/term/GO:0050881
cell fate determination	Gene Ontology	GO:0001709	2	6	0.0940237454267	0.577201326092	ENSG00000125820|ENSG00000016082	http://amigo.geneontology.org/amigo/term/GO:0001709
antigen processing and presentation of exogenous peptide antigen	Gene Ontology	GO:0002478	5	32	0.0951833446631	0.583162907698	ENSG00000161800|ENSG00000121621|ENSG00000196188|ENSG00000154611|ENSG00000142945	http://amigo.geneontology.org/amigo/term/GO:0002478
negative regulation of catalytic activity	Gene Ontology	GO:0043086	14	130	0.0961722859022	0.588057416169	ENSG00000127564|ENSG00000102109|ENSG00000112379|ENSG00000087250|ENSG00000227877|ENSG00000244122|ENSG00000136928|ENSG00000138795|ENSG00000171199|ENSG00000118432|ENSG00000163888|ENSG00000152377|ENSG00000130829|ENSG00000101197	http://amigo.geneontology.org/amigo/term/GO:0043086
ion channel activity	Gene Ontology	GO:0005216	10	85	0.0977545375203	0.591374098208	ENSG00000089356|ENSG00000268089|ENSG00000099822|ENSG00000186439|ENSG00000047617|ENSG00000184261|ENSG00000138435|ENSG00000120088|ENSG00000011677|ENSG00000164794	http://amigo.geneontology.org/amigo/term/GO:0005216
monovalent inorganic cation transport	Gene Ontology	GO:0015672	9	74	0.0977600511072	0.591374098208	ENSG00000164363|ENSG00000088836|ENSG00000184709|ENSG00000077522|ENSG00000183873|ENSG00000103546|ENSG00000126562|ENSG00000066230|ENSG00000130821	http://amigo.geneontology.org/amigo/term/GO:0015672
embryonic limb morphogenesis	Gene Ontology	GO:0030326	3	14	0.0984349258492	0.591374098208	ENSG00000078399|ENSG00000134323|ENSG00000253293	http://amigo.geneontology.org/amigo/term/GO:0030326
secretory granule membrane	Gene Ontology	GO:0030667	3	14	0.0984349258492	0.591374098208	ENSG00000179751|ENSG00000138161|ENSG00000167434	http://amigo.geneontology.org/amigo/term/GO:0030667
outflow tract morphogenesis	Gene Ontology	GO:0003151	3	14	0.0984349258492	0.591374098208	ENSG00000107831|ENSG00000183072|ENSG00000126778	http://amigo.geneontology.org/amigo/term/GO:0003151
chloride channel activity	Gene Ontology	GO:0005254	3	14	0.0984349258492	0.591374098208	ENSG00000225697|ENSG00000011677|ENSG00000186510	http://amigo.geneontology.org/amigo/term/GO:0005254
ion channel binding	Gene Ontology	GO:0044325	3	14	0.0984349258492	0.591374098208	ENSG00000176076|ENSG00000186439|ENSG00000006071	http://amigo.geneontology.org/amigo/term/GO:0044325
meiosis I	Gene Ontology	GO:0007127	3	14	0.0984349258492	0.591374098208	ENSG00000155816|ENSG00000087586|ENSG00000071539	http://amigo.geneontology.org/amigo/term/GO:0007127
mitotic DNA damage checkpoint	Gene Ontology	GO:0044773	3	14	0.0984349258492	0.591374098208	ENSG00000087586|ENSG00000078900|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0044773
positive regulation of transport	Gene Ontology	GO:0051050	17	166	0.0997015003561	0.595500059424	ENSG00000166869|ENSG00000183036|ENSG00000196091|ENSG00000123999|ENSG00000168539|ENSG00000106483|ENSG00000225697|ENSG00000106128|ENSG00000147571|ENSG00000137745|ENSG00000183770|ENSG00000115353|ENSG00000171388|ENSG00000082196|ENSG00000174697|ENSG00000213023|ENSG00000175793	http://amigo.geneontology.org/amigo/term/GO:0051050
positive regulation of synaptic transmission	Gene Ontology	GO:0050806	4	23	0.0999551155641	0.595500059424	ENSG00000116014|ENSG00000159224|ENSG00000176406|ENSG00000183454	http://amigo.geneontology.org/amigo/term/GO:0050806
peptide receptor activity	Gene Ontology	GO:0001653	4	23	0.0999551155641	0.595500059424	ENSG00000278195|ENSG00000100739|ENSG00000173080|ENSG00000162009	http://amigo.geneontology.org/amigo/term/GO:0001653
regulation of cation channel activity	Gene Ontology	GO:2001257	4	23	0.0999551155641	0.595500059424	ENSG00000154118|ENSG00000186439|ENSG00000008735|ENSG00000075461	http://amigo.geneontology.org/amigo/term/GO:2001257
neuron differentiation	Gene Ontology	GO:0030182	18	178	0.100187350071	0.595500059424	ENSG00000182667|ENSG00000115297|ENSG00000172020|ENSG00000183036|ENSG00000174697|ENSG00000162992|ENSG00000008735|ENSG00000181449|ENSG00000197993|ENSG00000163623|ENSG00000152377|ENSG00000176887|ENSG00000177468|ENSG00000128652|ENSG00000169258|ENSG00000009709|ENSG00000117600|ENSG00000127928	http://amigo.geneontology.org/amigo/term/GO:0030182
cell surface receptor signaling pathway involved in cell-cell signaling	Gene Ontology	GO:1905114	12	108	0.100276512915	0.595500059424	ENSG00000111432|ENSG00000110195|ENSG00000105173|ENSG00000183454|ENSG00000154611|ENSG00000104371|ENSG00000188763|ENSG00000063015|ENSG00000176406|ENSG00000164093|ENSG00000149403|ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:1905114
developmental growth	Gene Ontology	GO:0048589	11	97	0.101886254966	0.603900522729	ENSG00000066279|ENSG00000135638|ENSG00000174697|ENSG00000180772|ENSG00000261594|ENSG00000179772|ENSG00000183770|ENSG00000091129|ENSG00000273706|ENSG00000178597|ENSG00000163623	http://amigo.geneontology.org/amigo/term/GO:0048589
biosynthetic process	Gene Ontology	GO:0009058	79	955	0.102525335433	0.605540526155	ENSG00000137270|ENSG00000115297|ENSG00000165583|ENSG00000173404|ENSG00000164438|ENSG00000165584|ENSG00000043355|ENSG00000147869|ENSG00000169297|ENSG00000164509|ENSG00000051180|ENSG00000087250|ENSG00000214513|ENSG00000172000|ENSG00000005073|ENSG00000107317|ENSG00000198914|ENSG00000131914|ENSG00000109705|ENSG00000123364|ENSG00000006377|ENSG00000138798|ENSG00000183196|ENSG00000177508|ENSG00000204510|ENSG00000117983|ENSG00000147889|ENSG00000176165|ENSG00000168779|ENSG00000160211|ENSG00000116132|ENSG00000121454|ENSG00000204335|ENSG00000114646|ENSG00000145386|ENSG00000203877|ENSG00000196460|ENSG00000186895|ENSG00000243073|ENSG00000117724|ENSG00000107187|ENSG00000086991|ENSG00000188613|ENSG00000182330|ENSG00000172986|ENSG00000172318|ENSG00000234602|ENSG00000170577|ENSG00000244122|ENSG00000221818|ENSG00000137310|ENSG00000162344|ENSG00000172789|ENSG00000105011|ENSG00000177468|ENSG00000206557|ENSG00000085840|ENSG00000276903|ENSG00000215182|ENSG00000136750|ENSG00000170162|ENSG00000188784|ENSG00000178773|ENSG00000135702|ENSG00000159259|ENSG00000179772|ENSG00000111247|ENSG00000120068|ENSG00000204501|ENSG00000256463|ENSG00000176887|ENSG00000123407|ENSG00000205922|ENSG00000149948|ENSG00000110492|ENSG00000051341|ENSG00000101144|ENSG00000137273|ENSG00000170788	http://amigo.geneontology.org/amigo/term/GO:0009058
monovalent inorganic cation transmembrane transporter activity	Gene Ontology	GO:0015077	8	64	0.102774375045	0.605540526155	ENSG00000169427|ENSG00000149403|ENSG00000134640|ENSG00000180251|ENSG00000142319|ENSG00000166736|ENSG00000069482|ENSG00000129159	http://amigo.geneontology.org/amigo/term/GO:0015077
negative regulation of endopeptidase activity	Gene Ontology	GO:0010951	6	43	0.103324919325	0.605540526155	ENSG00000255501|ENSG00000206073|ENSG00000164266|ENSG00000152377|ENSG00000015413|ENSG00000171199	http://amigo.geneontology.org/amigo/term/GO:0010951
regulation of canonical Wnt signaling pathway	Gene Ontology	GO:0060828	6	43	0.103324919325	0.605540526155	ENSG00000107984|ENSG00000164932|ENSG00000110195|ENSG00000154611|ENSG00000104371|ENSG00000171243	http://amigo.geneontology.org/amigo/term/GO:0060828
circulatory system process	Gene Ontology	GO:0003013	9	75	0.10342222407	0.605540526155	ENSG00000180772|ENSG00000182389|ENSG00000184489|ENSG00000148408|ENSG00000182963|ENSG00000130598|ENSG00000110680|ENSG00000139445|ENSG00000183873	http://amigo.geneontology.org/amigo/term/GO:0003013
regulation of axonogenesis	Gene Ontology	GO:0050770	5	33	0.103949528709	0.605540526155	ENSG00000169855|ENSG00000153266|ENSG00000133216|ENSG00000186868|ENSG00000053108	http://amigo.geneontology.org/amigo/term/GO:0050770
cell maturation	Gene Ontology	GO:0048469	5	33	0.103949528709	0.605540526155	ENSG00000069482|ENSG00000106128|ENSG00000159184|ENSG00000091129|ENSG00000160211	http://amigo.geneontology.org/amigo/term/GO:0048469
anatomical structure homeostasis	Gene Ontology	GO:0060249	7	54	0.107429613094	0.605540526155	ENSG00000144452|ENSG00000162992|ENSG00000182040|ENSG00000066405|ENSG00000171199|ENSG00000101842|ENSG00000086991	http://amigo.geneontology.org/amigo/term/GO:0060249
muscle organ development	Gene Ontology	GO:0007517	7	54	0.107429613094	0.605540526155	ENSG00000138795|ENSG00000177238|ENSG00000168779|ENSG00000154645|ENSG00000069011|ENSG00000102683|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0007517
negative regulation of intracellular signal transduction	Gene Ontology	GO:1902532	8	65	0.109111680594	0.605540526155	ENSG00000168078|ENSG00000115263|ENSG00000164266|ENSG00000154277|ENSG00000221867|ENSG00000057149|ENSG00000157613|ENSG00000111206	http://amigo.geneontology.org/amigo/term/GO:1902532
metal ion transmembrane transporter activity	Gene Ontology	GO:0046873	9	76	0.109266715962	0.605540526155	ENSG00000268104|ENSG00000072041|ENSG00000170290|ENSG00000055118|ENSG00000167210|ENSG00000180251|ENSG00000215262|ENSG00000069482|ENSG00000088992	http://amigo.geneontology.org/amigo/term/GO:0046873
limb morphogenesis	Gene Ontology	GO:0035108	4	24	0.11081853571	0.605540526155	ENSG00000078399|ENSG00000128710|ENSG00000123388|ENSG00000137745	http://amigo.geneontology.org/amigo/term/GO:0035108
regulation of lipid localization	Gene Ontology	GO:1905952	4	24	0.11081853571	0.605540526155	ENSG00000181092|ENSG00000147571|ENSG00000138798|ENSG00000120088	http://amigo.geneontology.org/amigo/term/GO:1905952
carbohydrate transmembrane transport	Gene Ontology	GO:0034219	4	24	0.11081853571	0.605540526155	ENSG00000174697|ENSG00000181092|ENSG00000161798|ENSG00000086159	http://amigo.geneontology.org/amigo/term/GO:0034219
cardiac conduction	Gene Ontology	GO:0061337	4	24	0.11081853571	0.605540526155	ENSG00000145244|ENSG00000186439|ENSG00000075461|ENSG00000182963	http://amigo.geneontology.org/amigo/term/GO:0061337
dendrite morphogenesis	Gene Ontology	GO:0048813	4	24	0.11081853571	0.605540526155	ENSG00000080644|ENSG00000133216|ENSG00000169760|ENSG00000115297	http://amigo.geneontology.org/amigo/term/GO:0048813
endopeptidase regulator activity	Gene Ontology	GO:0061135	4	24	0.11081853571	0.605540526155	ENSG00000138795|ENSG00000164266|ENSG00000102109|ENSG00000206073	http://amigo.geneontology.org/amigo/term/GO:0061135
positive regulation of protein secretion	Gene Ontology	GO:0050714	6	44	0.111212971253	0.605540526155	ENSG00000115263|ENSG00000137745|ENSG00000221926|ENSG00000082196|ENSG00000164756|ENSG00000163623	http://amigo.geneontology.org/amigo/term/GO:0050714
regulation of binding	Gene Ontology	GO:0051098	6	44	0.111212971253	0.605540526155	ENSG00000162992|ENSG00000115263|ENSG00000167612|ENSG00000149948|ENSG00000087586|ENSG00000164932	http://amigo.geneontology.org/amigo/term/GO:0051098
regulation of neurotransmitter transport	Gene Ontology	GO:0051588	3	15	0.112567481067	0.605540526155	ENSG00000147246|ENSG00000131095|ENSG00000171388	http://amigo.geneontology.org/amigo/term/GO:0051588
regulation of nervous system process	Gene Ontology	GO:0031644	3	15	0.112567481067	0.605540526155	ENSG00000134640|ENSG00000171199|ENSG00000183454	http://amigo.geneontology.org/amigo/term/GO:0031644
negative regulation of MAP kinase activity	Gene Ontology	GO:0043407	3	15	0.112567481067	0.605540526155	ENSG00000101144|ENSG00000130829|ENSG00000057149	http://amigo.geneontology.org/amigo/term/GO:0043407
somite development	Gene Ontology	GO:0061053	3	15	0.112567481067	0.605540526155	ENSG00000138795|ENSG00000140807|ENSG00000273706	http://amigo.geneontology.org/amigo/term/GO:0061053
steroid hormone receptor binding	Gene Ontology	GO:0035258	3	15	0.112567481067	0.605540526155	ENSG00000105173|ENSG00000016082|ENSG00000160973	http://amigo.geneontology.org/amigo/term/GO:0035258
cardiac muscle tissue growth	Gene Ontology	GO:0055017	3	15	0.112567481067	0.605540526155	ENSG00000183072|ENSG00000082482|ENSG00000134057	http://amigo.geneontology.org/amigo/term/GO:0055017
microtubule polymerization or depolymerization	Gene Ontology	GO:0031109	3	15	0.112567481067	0.605540526155	ENSG00000154839|ENSG00000230873|ENSG00000138100	http://amigo.geneontology.org/amigo/term/GO:0031109
potassium channel complex	Gene Ontology	GO:0034705	3	15	0.112567481067	0.605540526155	ENSG00000171126|ENSG00000099822|ENSG00000082482	http://amigo.geneontology.org/amigo/term/GO:0034705
peptidyl-lysine methylation	Gene Ontology	GO:0018022	3	15	0.112567481067	0.605540526155	ENSG00000164256|ENSG00000139780|ENSG00000133665	http://amigo.geneontology.org/amigo/term/GO:0018022
cell-cell adhesion via plasma-membrane adhesion molecules	Gene Ontology	GO:0098742	5	34	0.113099023286	0.605540526155	ENSG00000081138|ENSG00000169855|ENSG00000204970|ENSG00000172016|ENSG00000008300	http://amigo.geneontology.org/amigo/term/GO:0098742
transport vesicle membrane	Gene Ontology	GO:0030658	5	34	0.113099023286	0.605540526155	ENSG00000179751|ENSG00000115194|ENSG00000112379|ENSG00000151834|ENSG00000213023	http://amigo.geneontology.org/amigo/term/GO:0030658
skeletal muscle organ development	Gene Ontology	GO:0060538	5	34	0.113099023286	0.605540526155	ENSG00000187848|ENSG00000137868|ENSG00000178860|ENSG00000135902|ENSG00000164093	http://amigo.geneontology.org/amigo/term/GO:0060538
regulation of mitotic cell cycle phase transition	Gene Ontology	GO:1901990	5	34	0.113099023286	0.605540526155	ENSG00000011426|ENSG00000116017|ENSG00000166851|ENSG00000165891|ENSG00000149948	http://amigo.geneontology.org/amigo/term/GO:1901990
osteoblast differentiation	Gene Ontology	GO:0001649	5	34	0.113099023286	0.605540526155	ENSG00000181449|ENSG00000029559|ENSG00000137745|ENSG00000118785|ENSG00000263761	http://amigo.geneontology.org/amigo/term/GO:0001649
anterograde trans-synaptic signaling	Gene Ontology	GO:0098916	10	88	0.114003163688	0.605540526155	ENSG00000164418|ENSG00000107984|ENSG00000187730|ENSG00000117399|ENSG00000173267|ENSG00000136928|ENSG00000133216|ENSG00000146276|ENSG00000145708|ENSG00000112852	http://amigo.geneontology.org/amigo/term/GO:0098916
cell cycle phase transition	Gene Ontology	GO:0044770	10	88	0.114003163688	0.605540526155	ENSG00000117650|ENSG00000156970|ENSG00000183434|ENSG00000075218|ENSG00000175793|ENSG00000140525|ENSG00000126787|ENSG00000165891|ENSG00000006611|ENSG00000104833	http://amigo.geneontology.org/amigo/term/GO:0044770
establishment of localization in cell	Gene Ontology	GO:0051649	8	66	0.11565769448	0.605540526155	ENSG00000115263|ENSG00000187848|ENSG00000174672|ENSG00000145242|ENSG00000137804|ENSG00000100739|ENSG00000117724|ENSG00000155816	http://amigo.geneontology.org/amigo/term/GO:0051649
GABA-A receptor complex	Gene Ontology	GO:1902711	2	7	0.115743189552	0.605540526155	ENSG00000011677|ENSG00000102287	http://amigo.geneontology.org/amigo/term/GO:1902711
positive regulation of stem cell proliferation	Gene Ontology	GO:2000648	2	7	0.115743189552	0.605540526155	ENSG00000149948|ENSG00000163530	http://amigo.geneontology.org/amigo/term/GO:2000648
negative regulation of gliogenesis	Gene Ontology	GO:0014014	2	7	0.115743189552	0.605540526155	ENSG00000163623|ENSG00000131914	http://amigo.geneontology.org/amigo/term/GO:0014014
steroid hormone biosynthetic process	Gene Ontology	GO:0120178	2	7	0.115743189552	0.605540526155	ENSG00000179142|ENSG00000080511	http://amigo.geneontology.org/amigo/term/GO:0120178
positive regulation of embryonic development	Gene Ontology	GO:0040019	2	7	0.115743189552	0.605540526155	ENSG00000260428|ENSG00000126778	http://amigo.geneontology.org/amigo/term/GO:0040019
endodeoxyribonuclease activity	Gene Ontology	GO:0004520	2	7	0.115743189552	0.605540526155	ENSG00000051180|ENSG00000174371	http://amigo.geneontology.org/amigo/term/GO:0004520
positive regulation of pathway-restricted SMAD protein phosphorylation	Gene Ontology	GO:0010862	2	7	0.115743189552	0.605540526155	ENSG00000163217|ENSG00000123999	http://amigo.geneontology.org/amigo/term/GO:0010862
embryonic forelimb morphogenesis	Gene Ontology	GO:0035115	2	7	0.115743189552	0.605540526155	ENSG00000168779|ENSG00000164920	http://amigo.geneontology.org/amigo/term/GO:0035115
regulation of chondrocyte differentiation	Gene Ontology	GO:0032330	2	7	0.115743189552	0.605540526155	ENSG00000109705|ENSG00000170577	http://amigo.geneontology.org/amigo/term/GO:0032330
apoptotic process involved in morphogenesis	Gene Ontology	GO:0060561	2	7	0.115743189552	0.605540526155	ENSG00000183072|ENSG00000101144	http://amigo.geneontology.org/amigo/term/GO:0060561
regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	Gene Ontology	GO:1902235	2	7	0.115743189552	0.605540526155	ENSG00000221867|ENSG00000157613	http://amigo.geneontology.org/amigo/term/GO:1902235
G protein-coupled neurotransmitter receptor activity	Gene Ontology	GO:0099528	2	7	0.115743189552	0.605540526155	ENSG00000179546|ENSG00000136928	http://amigo.geneontology.org/amigo/term/GO:0099528
mitotic nuclear envelope disassembly	Gene Ontology	GO:0007077	2	7	0.115743189552	0.605540526155	ENSG00000157456|ENSG00000166851	http://amigo.geneontology.org/amigo/term/GO:0007077
negative regulation of DNA binding	Gene Ontology	GO:0043392	2	7	0.115743189552	0.605540526155	ENSG00000167612|ENSG00000117650	http://amigo.geneontology.org/amigo/term/GO:0043392
neuromuscular synaptic transmission	Gene Ontology	GO:0007274	2	7	0.115743189552	0.605540526155	ENSG00000147432|ENSG00000135902	http://amigo.geneontology.org/amigo/term/GO:0007274
uronic acid metabolic process	Gene Ontology	GO:0006063	2	7	0.115743189552	0.605540526155	ENSG00000240224|ENSG00000213759	http://amigo.geneontology.org/amigo/term/GO:0006063
positive regulation of ERBB signaling pathway	Gene Ontology	GO:1901186	2	7	0.115743189552	0.605540526155	ENSG00000138798|ENSG00000106541	http://amigo.geneontology.org/amigo/term/GO:1901186
embryonic digestive tract development	Gene Ontology	GO:0048566	2	7	0.115743189552	0.605540526155	ENSG00000176887|ENSG00000137273	http://amigo.geneontology.org/amigo/term/GO:0048566
GABA receptor activity	Gene Ontology	GO:0016917	2	7	0.115743189552	0.605540526155	ENSG00000187730|ENSG00000183185	http://amigo.geneontology.org/amigo/term/GO:0016917
regulation of mitotic metaphase/anaphase transition	Gene Ontology	GO:0030071	2	7	0.115743189552	0.605540526155	ENSG00000156970|ENSG00000112742	http://amigo.geneontology.org/amigo/term/GO:0030071
inner ear auditory receptor cell differentiation	Gene Ontology	GO:0042491	2	7	0.115743189552	0.605540526155	ENSG00000172238|ENSG00000242866	http://amigo.geneontology.org/amigo/term/GO:0042491
water transport	Gene Ontology	GO:0006833	2	7	0.115743189552	0.605540526155	ENSG00000100373|ENSG00000103375	http://amigo.geneontology.org/amigo/term/GO:0006833
neuroblast proliferation	Gene Ontology	GO:0007405	2	7	0.115743189552	0.605540526155	ENSG00000138795|ENSG00000138083	http://amigo.geneontology.org/amigo/term/GO:0007405
nitric-oxide synthase activity	Gene Ontology	GO:0004517	2	7	0.115743189552	0.605540526155	ENSG00000174697|ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0004517
circadian sleep/wake cycle process	Gene Ontology	GO:0022410	2	7	0.115743189552	0.605540526155	ENSG00000107317|ENSG00000106128	http://amigo.geneontology.org/amigo/term/GO:0022410
regulation of striated muscle cell apoptotic process	Gene Ontology	GO:0010662	2	7	0.115743189552	0.605540526155	ENSG00000183072|ENSG00000101144	http://amigo.geneontology.org/amigo/term/GO:0010662
phosphatase regulator activity	Gene Ontology	GO:0019208	2	7	0.115743189552	0.605540526155	ENSG00000166897|ENSG00000243902	http://amigo.geneontology.org/amigo/term/GO:0019208
detection of mechanical stimulus involved in sensory perception	Gene Ontology	GO:0050974	2	7	0.115743189552	0.605540526155	ENSG00000149488|ENSG00000242866	http://amigo.geneontology.org/amigo/term/GO:0050974
regulation of meiotic cell cycle	Gene Ontology	GO:0051445	2	7	0.115743189552	0.605540526155	ENSG00000164256|ENSG00000156509	http://amigo.geneontology.org/amigo/term/GO:0051445
cofactor catabolic process	Gene Ontology	GO:0051187	2	7	0.115743189552	0.605540526155	ENSG00000147485|ENSG00000087250	http://amigo.geneontology.org/amigo/term/GO:0051187
secondary metabolite biosynthetic process	Gene Ontology	GO:0044550	2	7	0.115743189552	0.605540526155	ENSG00000104044|ENSG00000077498	http://amigo.geneontology.org/amigo/term/GO:0044550
response to amine	Gene Ontology	GO:0014075	2	7	0.115743189552	0.605540526155	ENSG00000131771|ENSG00000166006	http://amigo.geneontology.org/amigo/term/GO:0014075
regulation of cell fate commitment	Gene Ontology	GO:0010453	2	7	0.115743189552	0.605540526155	ENSG00000107984|ENSG00000009709	http://amigo.geneontology.org/amigo/term/GO:0010453
protein phosphorylation	Gene Ontology	GO:0006468	28	305	0.115862957816	0.605540526155	ENSG00000223802|ENSG00000155897|ENSG00000138675|ENSG00000164509|ENSG00000078900|ENSG00000158815|ENSG00000163888|ENSG00000140015|ENSG00000126562|ENSG00000008735|ENSG00000154096|ENSG00000177602|ENSG00000092853|ENSG00000113296|ENSG00000183454|ENSG00000147889|ENSG00000181092|ENSG00000163914|ENSG00000164418|ENSG00000174697|ENSG00000105173|ENSG00000170323|ENSG00000095752|ENSG00000149948|ENSG00000087586|ENSG00000164266|ENSG00000103888|ENSG00000118193	http://amigo.geneontology.org/amigo/term/GO:0006468
positive regulation of macromolecule metabolic process	Gene Ontology	GO:0010604	40	457	0.117171832684	0.611348482841	ENSG00000137273|ENSG00000114346|ENSG00000052850|ENSG00000177551|ENSG00000016082|ENSG00000131914|ENSG00000166407|ENSG00000138798|ENSG00000120669|ENSG00000184486|ENSG00000064195|ENSG00000181092|ENSG00000116017|ENSG00000131747|ENSG00000106038|ENSG00000159763|ENSG00000139445|ENSG00000163064|ENSG00000188613|ENSG00000112559|ENSG00000105880|ENSG00000137203|ENSG00000170577|ENSG00000183770|ENSG00000009709|ENSG00000128652|ENSG00000095752|ENSG00000167941|ENSG00000128710|ENSG00000180772|ENSG00000100302|ENSG00000125820|ENSG00000138778|ENSG00000069011|ENSG00000147257|ENSG00000263761|ENSG00000103888|ENSG00000118193|ENSG00000130829|ENSG00000104313	http://amigo.geneontology.org/amigo/term/GO:0010604
positive regulation of RNA biosynthetic process	Gene Ontology	GO:1902680	21	219	0.117383519273	0.611421900052	ENSG00000166869|ENSG00000064195|ENSG00000164920|ENSG00000185002|ENSG00000100625|ENSG00000140945|ENSG00000182759|ENSG00000078900|ENSG00000165643|ENSG00000160973|ENSG00000180318|ENSG00000125820|ENSG00000160224|ENSG00000009709|ENSG00000165891|ENSG00000115507|ENSG00000153266|ENSG00000139445|ENSG00000107187|ENSG00000101057|ENSG00000129173	http://amigo.geneontology.org/amigo/term/GO:1902680
regulation of neuron death	Gene Ontology	GO:1901214	6	45	0.119397855753	0.620868849916	ENSG00000016082|ENSG00000008196|ENSG00000134640|ENSG00000118193|ENSG00000196584|ENSG00000181019	http://amigo.geneontology.org/amigo/term/GO:1901214
chromatin binding	Gene Ontology	GO:0003682	9	78	0.121495914032	0.62587261768	ENSG00000016082|ENSG00000173894|ENSG00000149948|ENSG00000146670|ENSG00000051180|ENSG00000221818|ENSG00000168267|ENSG00000131747|ENSG00000163530	http://amigo.geneontology.org/amigo/term/GO:0003682
positive regulation of developmental growth	Gene Ontology	GO:0048639	4	25	0.12218069201	0.62587261768	ENSG00000130477|ENSG00000170312|ENSG00000163217|ENSG00000176406	http://amigo.geneontology.org/amigo/term/GO:0048639
biomineral tissue development	Gene Ontology	GO:0031214	4	25	0.12218069201	0.62587261768	ENSG00000101144|ENSG00000167749|ENSG00000147257|ENSG00000118785	http://amigo.geneontology.org/amigo/term/GO:0031214
action potential	Gene Ontology	GO:0001508	4	25	0.12218069201	0.62587261768	ENSG00000134640|ENSG00000183873|ENSG00000176076|ENSG00000111262	http://amigo.geneontology.org/amigo/term/GO:0001508
growth factor activity	Gene Ontology	GO:0008083	4	25	0.12218069201	0.62587261768	ENSG00000138675|ENSG00000114646|ENSG00000123999|ENSG00000115386	http://amigo.geneontology.org/amigo/term/GO:0008083
