##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Fanconi anemia pathway	KEGG PATHWAY	hsa03460	6	54	0.204984062474	0.99999678071	ENSG00000051180|ENSG00000140525|ENSG00000154920|ENSG00000197299|ENSG00000181544|ENSG00000077152	http://www.genome.jp/kegg-bin/show_pathway?hsa03460/hsa:641%09red/hsa:29089%09red/hsa:146956%09red/hsa:5888%09red/hsa:2187%09red/hsa:55215%09red
Glutamatergic synapse	KEGG PATHWAY	hsa04724	11	114	0.205906710897	0.99999678071	ENSG00000168959|ENSG00000164418|ENSG00000155897|ENSG00000124493|ENSG00000183454|ENSG00000168243|ENSG00000168907|ENSG00000176884|ENSG00000149403|ENSG00000127928|ENSG00000120251	http://www.genome.jp/kegg-bin/show_pathway?hsa04724/hsa:2898%09red/hsa:2792%09red/hsa:2786%09red/hsa:2891%09red/hsa:255189%09red/hsa:2903%09red/hsa:114%09red/hsa:2915%09red/hsa:2900%09red/hsa:2914%09red/hsa:2902%09red
Retinol metabolism	KEGG PATHWAY	hsa00830	7	66	0.208066960971	0.99999678071	ENSG00000240224|ENSG00000080511|ENSG00000213759|ENSG00000242515|ENSG00000095596|ENSG00000170786|ENSG00000244122	http://www.genome.jp/kegg-bin/show_pathway?hsa00830/hsa:195814%09red/hsa:54577%09red/hsa:54575%09red/hsa:1592%09red/hsa:54579%09red/hsa:50700%09red/hsa:10720%09red
Salivary secretion	KEGG PATHWAY	hsa04970	9	90	0.208793998143	0.99999678071	ENSG00000101441|ENSG00000117983|ENSG00000170369|ENSG00000126550|ENSG00000155897|ENSG00000161798|ENSG00000170373|ENSG00000205649|ENSG00000187908	http://www.genome.jp/kegg-bin/show_pathway?hsa04970/hsa:3346%09red/hsa:1470%09red/hsa:727897%09red/hsa:3347%09red/hsa:1469%09red/hsa:362%09red/hsa:114%09red/hsa:1755%09red/hsa:1472%09red
Hippo signaling pathway	KEGG PATHWAY	hsa04390	14	154	0.22379420112	0.99999678071	ENSG00000111432|ENSG00000074211|ENSG00000181449|ENSG00000154342|ENSG00000078900|ENSG00000140807|ENSG00000188763|ENSG00000138795|ENSG00000089685|ENSG00000104899|ENSG00000066032|ENSG00000101144|ENSG00000115596|ENSG00000081051	http://www.genome.jp/kegg-bin/show_pathway?hsa04390/hsa:5522%09red/hsa:11211%09red/hsa:7475%09red/hsa:655%09red/hsa:89780%09red/hsa:174%09red/hsa:7161%09red/hsa:6657%09red/hsa:51176%09red/hsa:268%09red/hsa:85407%09red/hsa:1496%09red/hsa:332%09red/hsa:8326%09red
beta-Alanine metabolism	KEGG PATHWAY	hsa00410	4	33	0.227655967794	0.99999678071	ENSG00000136750|ENSG00000132746|ENSG00000128683|ENSG00000108602	http://www.genome.jp/kegg-bin/show_pathway?hsa00410/hsa:218%09red/hsa:2571%09red/hsa:2572%09red/hsa:222%09red
Taurine and hypotaurine metabolism	KEGG PATHWAY	hsa00430	2	12	0.236389071953	0.99999678071	ENSG00000136750|ENSG00000128683	http://www.genome.jp/kegg-bin/show_pathway?hsa00430/hsa:2571%09red/hsa:2572%09red
Type II diabetes mellitus	KEGG PATHWAY	hsa04930	5	46	0.24746628282	0.99999678071	ENSG00000182759|ENSG00000181092|ENSG00000006071|ENSG00000148408|ENSG00000198216	http://www.genome.jp/kegg-bin/show_pathway?hsa04930/hsa:6833%09red/hsa:9370%09red/hsa:777%09red/hsa:389692%09red/hsa:774%09red
Ether lipid metabolism	KEGG PATHWAY	hsa00565	5	47	0.260189051378	0.99999678071	ENSG00000174607|ENSG00000128242|ENSG00000168907|ENSG00000188784|ENSG00000164303	http://www.genome.jp/kegg-bin/show_pathway?hsa00565/hsa:255189%09red/hsa:7368%09red/hsa:30814%09red/hsa:9514%09red/hsa:133121%09red
Vitamin digestion and absorption	KEGG PATHWAY	hsa04977	3	24	0.26409044174	0.99999678071	ENSG00000175535|ENSG00000114113|ENSG00000110244	http://www.genome.jp/kegg-bin/show_pathway?hsa04977/hsa:5948%09red/hsa:5406%09red/hsa:337%09red
Ovarian steroidogenesis	KEGG PATHWAY	hsa04913	5	49	0.286060332964	0.99999678071	ENSG00000137869|ENSG00000155897|ENSG00000148795|ENSG00000168907|ENSG00000147465	http://www.genome.jp/kegg-bin/show_pathway?hsa04913/hsa:255189%09red/hsa:1588%09red/hsa:1586%09red/hsa:6770%09red/hsa:114%09red
Gastric acid secretion	KEGG PATHWAY	hsa04971	7	75	0.299816298865	0.99999678071	ENSG00000110148|ENSG00000155897|ENSG00000157005|ENSG00000105675|ENSG00000082482|ENSG00000180251|ENSG00000184502	http://www.genome.jp/kegg-bin/show_pathway?hsa04971/hsa:6750%09red/hsa:389015%09red/hsa:2520%09red/hsa:114%09red/hsa:495%09red/hsa:3776%09red/hsa:887%09red
Gap junction	KEGG PATHWAY	hsa04540	8	88	0.303131317028	0.99999678071	ENSG00000168959|ENSG00000155897|ENSG00000170312|ENSG00000147246|ENSG00000198033|ENSG00000178462|ENSG00000138798|ENSG00000104833	http://www.genome.jp/kegg-bin/show_pathway?hsa04540/hsa:983%09red/hsa:7278%09red/hsa:114%09red/hsa:79861%09red/hsa:1950%09red/hsa:10382%09red/hsa:3358%09red/hsa:2915%09red
Melanogenesis	KEGG PATHWAY	hsa04916	9	101	0.305149804802	0.99999678071	ENSG00000111432|ENSG00000107165|ENSG00000155897|ENSG00000154342|ENSG00000077498|ENSG00000188763|ENSG00000138795|ENSG00000157613|ENSG00000115596	http://www.genome.jp/kegg-bin/show_pathway?hsa04916/hsa:11211%09red/hsa:7475%09red/hsa:89780%09red/hsa:7299%09red/hsa:51176%09red/hsa:7306%09red/hsa:114%09red/hsa:90993%09red/hsa:8326%09red
Glycosphingolipid biosynthesis - globo and isoglobo series	KEGG PATHWAY	hsa00603	2	15	0.311924260803	0.99999678071	ENSG00000176920|ENSG00000172461	http://www.genome.jp/kegg-bin/show_pathway?hsa00603/hsa:2524%09red/hsa:10690%09red
Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG PATHWAY	hsa00601	3	27	0.319531056453	0.99999678071	ENSG00000172318|ENSG00000176920|ENSG00000172461	http://www.genome.jp/kegg-bin/show_pathway?hsa00601/hsa:2524%09red/hsa:8708%09red/hsa:10690%09red
Glycosphingolipid biosynthesis - ganglio series	KEGG PATHWAY	hsa00604	2	16	0.33684385827	0.99999678071	ENSG00000117069|ENSG00000135454	http://www.genome.jp/kegg-bin/show_pathway?hsa00604/hsa:2583%09red/hsa:81849%09red
Phototransduction	KEGG PATHWAY	hsa04744	3	28	0.338092030758	0.99999678071	ENSG00000070729|ENSG00000163914|ENSG00000127928	http://www.genome.jp/kegg-bin/show_pathway?hsa04744/hsa:1258%09red/hsa:2792%09red/hsa:6010%09red
Phenylalanine metabolism	KEGG PATHWAY	hsa00360	2	17	0.361482588463	0.99999678071	ENSG00000132746|ENSG00000108602	http://www.genome.jp/kegg-bin/show_pathway?hsa00360/hsa:218%09red/hsa:222%09red
Porphyrin and chlorophyll metabolism	KEGG PATHWAY	hsa00860	4	42	0.363470483442	0.99999678071	ENSG00000240224|ENSG00000244122|ENSG00000213759|ENSG00000242515	http://www.genome.jp/kegg-bin/show_pathway?hsa00860/hsa:54579%09red/hsa:54575%09red/hsa:54577%09red/hsa:10720%09red
IL-17 signaling pathway	KEGG PATHWAY	hsa04657	8	94	0.363480574254	0.99999678071	ENSG00000215182|ENSG00000117983|ENSG00000148346|ENSG00000172458|ENSG00000196611|ENSG00000127743|ENSG00000163735|ENSG00000137745	http://www.genome.jp/kegg-bin/show_pathway?hsa04657/hsa:4586%09red/hsa:4312%09red/hsa:727897%09red/hsa:6374%09red/hsa:4322%09red/hsa:3934%09red/hsa:53342%09red/hsa:27190%09red
Amphetamine addiction	KEGG PATHWAY	hsa05031	6	68	0.365955118745	0.99999678071	ENSG00000183454|ENSG00000176884|ENSG00000142319|ENSG00000157613|ENSG00000131771|ENSG00000120251	http://www.genome.jp/kegg-bin/show_pathway?hsa05031/hsa:2902%09red/hsa:2891%09red/hsa:6531%09red/hsa:90993%09red/hsa:2903%09red/hsa:84152%09red
Wnt signaling pathway	KEGG PATHWAY	hsa04310	13	161	0.367635934395	0.99999678071	ENSG00000111432|ENSG00000107984|ENSG00000167941|ENSG00000156076|ENSG00000147869|ENSG00000106483|ENSG00000154342|ENSG00000169862|ENSG00000140807|ENSG00000188763|ENSG00000138795|ENSG00000104371|ENSG00000115596	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:1501%09red/hsa:7475%09red/hsa:22943%09red/hsa:89780%09red/hsa:11197%09red/hsa:6424%09red/hsa:9350%09red/hsa:51176%09red/hsa:11211%09red/hsa:50964%09red/hsa:27121%09red/hsa:85407%09red/hsa:8326%09red
Dilated cardiomyopathy (DCM)	KEGG PATHWAY	hsa05414	8	95	0.373675446068	0.99999678071	ENSG00000155897|ENSG00000075461|ENSG00000182389|ENSG00000108878|ENSG00000081248|ENSG00000102683|ENSG00000129991|ENSG00000114854	http://www.genome.jp/kegg-bin/show_pathway?hsa05414/hsa:785%09red/hsa:786%09red/hsa:779%09red/hsa:7134%09red/hsa:27092%09red/hsa:7137%09red/hsa:114%09red/hsa:6445%09red
Drug metabolism - cytochrome P450	KEGG PATHWAY	hsa00982	6	69	0.377991807633	0.99999678071	ENSG00000132746|ENSG00000213759|ENSG00000242515|ENSG00000240224|ENSG00000108602|ENSG00000244122	http://www.genome.jp/kegg-bin/show_pathway?hsa00982/hsa:222%09red/hsa:218%09red/hsa:54577%09red/hsa:54575%09red/hsa:54579%09red/hsa:10720%09red
Galactose metabolism	KEGG PATHWAY	hsa00052	3	31	0.393418954645	0.99999678071	ENSG00000198074|ENSG00000257743|ENSG00000090402	http://www.genome.jp/kegg-bin/show_pathway?hsa00052/hsa:93432%09red/hsa:57016%09red/hsa:6476%09red
Pentose phosphate pathway	KEGG PATHWAY	hsa00030	3	31	0.393418954645	0.99999678071	ENSG00000007350|ENSG00000229937|ENSG00000160211	http://www.genome.jp/kegg-bin/show_pathway?hsa00030/hsa:2539%09red/hsa:8277%09red/hsa:221823%09red
Prostate cancer	KEGG PATHWAY	hsa05215	8	97	0.394116254317	0.99999678071	ENSG00000138795|ENSG00000142515|ENSG00000105173|ENSG00000027644|ENSG00000007968|ENSG00000101412|ENSG00000157613|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa05215/hsa:51176%09red/hsa:898%09red/hsa:1870%09red/hsa:1950%09red/hsa:354%09red/hsa:3645%09red/hsa:1869%09red/hsa:90993%09red
Steroid biosynthesis	KEGG PATHWAY	hsa00100	2	19	0.409639877734	0.99999678071	ENSG00000170835|ENSG00000019186	http://www.genome.jp/kegg-bin/show_pathway?hsa00100/hsa:1056%09red/hsa:1591%09red
Metabolism of xenobiotics by cytochrome P450	KEGG PATHWAY	hsa00980	6	73	0.426087955351	0.99999678071	ENSG00000132746|ENSG00000213759|ENSG00000242515|ENSG00000240224|ENSG00000108602|ENSG00000244122	http://www.genome.jp/kegg-bin/show_pathway?hsa00980/hsa:222%09red/hsa:218%09red/hsa:54577%09red/hsa:54575%09red/hsa:54579%09red/hsa:10720%09red
Long-term depression	KEGG PATHWAY	hsa04730	5	60	0.432549574535	0.99999678071	ENSG00000147571|ENSG00000128266|ENSG00000120251|ENSG00000168907|ENSG00000120088	http://www.genome.jp/kegg-bin/show_pathway?hsa04730/hsa:255189%09red/hsa:2781%09red/hsa:1392%09red/hsa:1394%09red/hsa:2891%09red
Glycerolipid metabolism	KEGG PATHWAY	hsa00561	5	61	0.445764255368	0.99999678071	ENSG00000198074|ENSG00000266200|ENSG00000175535|ENSG00000274588|ENSG00000170835	http://www.genome.jp/kegg-bin/show_pathway?hsa00561/hsa:1056%09red/hsa:57016%09red/hsa:5406%09red/hsa:5408%09red/hsa:139189%09red
Relaxin signaling pathway	KEGG PATHWAY	hsa04926	10	130	0.449662436252	0.99999678071	ENSG00000155897|ENSG00000165197|ENSG00000171136|ENSG00000173080|ENSG00000197565|ENSG00000168243|ENSG00000137745|ENSG00000196611|ENSG00000157613|ENSG00000127928	http://www.genome.jp/kegg-bin/show_pathway?hsa04926/hsa:4312%09red/hsa:117579%09red/hsa:2792%09red/hsa:2786%09red/hsa:1288%09red/hsa:2277%09red/hsa:4322%09red/hsa:114%09red/hsa:90993%09red/hsa:339403%09red
Hypertrophic cardiomyopathy (HCM)	KEGG PATHWAY	hsa05410	7	90	0.463899595441	0.99999678071	ENSG00000114854|ENSG00000075461|ENSG00000182389|ENSG00000108878|ENSG00000081248|ENSG00000102683|ENSG00000129991	http://www.genome.jp/kegg-bin/show_pathway?hsa05410/hsa:785%09red/hsa:786%09red/hsa:779%09red/hsa:7134%09red/hsa:27092%09red/hsa:7137%09red/hsa:6445%09red
Apoptosis - multiple species	KEGG PATHWAY	hsa04215	3	35	0.465061974258	0.99999678071	ENSG00000196289|ENSG00000089685|ENSG00000101197	http://www.genome.jp/kegg-bin/show_pathway?hsa04215/hsa:332%09red/hsa:79444%09red/hsa:441925%09red
Basal cell carcinoma	KEGG PATHWAY	hsa05217	5	63	0.471945133329	0.99999678071	ENSG00000111432|ENSG00000154342|ENSG00000138795|ENSG00000115596|ENSG00000188763	http://www.genome.jp/kegg-bin/show_pathway?hsa05217/hsa:51176%09red/hsa:11211%09red/hsa:7475%09red/hsa:8326%09red/hsa:89780%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	hsa00250	3	36	0.48240337473	0.99999678071	ENSG00000136750|ENSG00000185818|ENSG00000128683	http://www.genome.jp/kegg-bin/show_pathway?hsa00250/hsa:2571%09red/hsa:2572%09red/hsa:339983%09red
Arginine and proline metabolism	KEGG PATHWAY	hsa00330	4	50	0.48407251366	0.99999678071	ENSG00000223572|ENSG00000183010|ENSG00000237289|ENSG00000131730	http://www.genome.jp/kegg-bin/show_pathway?hsa00330/hsa:5831%09red/hsa:1159%09red/hsa:1160%09red/hsa:548596%09red
Arachidonic acid metabolism	KEGG PATHWAY	hsa00590	5	64	0.484887716796	0.99999678071	ENSG00000179593|ENSG00000148344|ENSG00000107317|ENSG00000168907|ENSG00000188784	http://www.genome.jp/kegg-bin/show_pathway?hsa00590/hsa:255189%09red/hsa:247%09red/hsa:5730%09red/hsa:9536%09red/hsa:30814%09red
Adrenergic signaling in cardiomyocytes	KEGG PATHWAY	hsa04261	11	149	0.493892714507	0.99999678071	ENSG00000074211|ENSG00000155897|ENSG00000075461|ENSG00000182389|ENSG00000108878|ENSG00000081248|ENSG00000157613|ENSG00000129991|ENSG00000183873|ENSG00000114854|ENSG00000180772	http://www.genome.jp/kegg-bin/show_pathway?hsa04261/hsa:5522%09red/hsa:785%09red/hsa:786%09red/hsa:779%09red/hsa:7134%09red/hsa:27092%09red/hsa:7137%09red/hsa:114%09red/hsa:90993%09red/hsa:186%09red/hsa:6331%09red
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	hsa05014	4	51	0.49857455045	0.99999678071	ENSG00000176884|ENSG00000277586|ENSG00000183454|ENSG00000120251	http://www.genome.jp/kegg-bin/show_pathway?hsa05014/hsa:4747%09red/hsa:2903%09red/hsa:2891%09red/hsa:2902%09red
Renin-angiotensin system	KEGG PATHWAY	hsa04614	2	23	0.500074514684	0.99999678071	ENSG00000167751|ENSG00000180772	http://www.genome.jp/kegg-bin/show_pathway?hsa04614/hsa:3817%09red/hsa:186%09red
Histidine metabolism	KEGG PATHWAY	hsa00340	2	23	0.500074514684	0.99999678071	ENSG00000132746|ENSG00000108602	http://www.genome.jp/kegg-bin/show_pathway?hsa00340/hsa:218%09red/hsa:222%09red
Proximal tubule bicarbonate reclamation	KEGG PATHWAY	hsa04964	2	23	0.500074514684	0.99999678071	ENSG00000066230|ENSG00000167434	http://www.genome.jp/kegg-bin/show_pathway?hsa04964/hsa:762%09red/hsa:6550%09red
Long-term potentiation	KEGG PATHWAY	hsa04720	5	67	0.522995757652	0.99999678071	ENSG00000168959|ENSG00000176884|ENSG00000155897|ENSG00000183454|ENSG00000120251	http://www.genome.jp/kegg-bin/show_pathway?hsa04720/hsa:2902%09red/hsa:114%09red/hsa:2903%09red/hsa:2891%09red/hsa:2915%09red
Mineral absorption	KEGG PATHWAY	hsa04978	4	53	0.52702918064	0.99999678071	ENSG00000174502|ENSG00000225697|ENSG00000066230|ENSG00000169688	http://www.genome.jp/kegg-bin/show_pathway?hsa04978/hsa:115019%09red/hsa:4490%09red/hsa:6550%09red/hsa:65010%09red
Chemical carcinogenesis	KEGG PATHWAY	hsa05204	6	82	0.531244234618	0.99999678071	ENSG00000132746|ENSG00000213759|ENSG00000242515|ENSG00000240224|ENSG00000108602|ENSG00000244122	http://www.genome.jp/kegg-bin/show_pathway?hsa05204/hsa:222%09red/hsa:218%09red/hsa:54577%09red/hsa:54575%09red/hsa:54579%09red/hsa:10720%09red
MAPK signaling pathway	KEGG PATHWAY	hsa04010	21	296	0.532020280175	0.99999678071	ENSG00000182389|ENSG00000130829|ENSG00000138675|ENSG00000165197|ENSG00000108878|ENSG00000100346|ENSG00000128591|ENSG00000075388|ENSG00000162344|ENSG00000008735|ENSG00000107831|ENSG00000186868|ENSG00000081248|ENSG00000148408|ENSG00000158815|ENSG00000186895|ENSG00000058335|ENSG00000198216|ENSG00000168907|ENSG00000138798|ENSG00000075461	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:785%09red/hsa:2277%09red/hsa:2248%09red/hsa:2249%09red/hsa:777%09red/hsa:5923%09red/hsa:23542%09red/hsa:786%09red/hsa:779%09red/hsa:774%09red/hsa:2250%09red/hsa:8822%09red/hsa:27092%09red/hsa:255189%09red/hsa:1950%09red/hsa:1852%09red/hsa:2253%09red/hsa:8911%09red/hsa:9965%09red/hsa:2318%09red/hsa:4137%09red
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	7	97	0.538309746954	0.99999678071	ENSG00000179142|ENSG00000155897|ENSG00000100346|ENSG00000147465|ENSG00000169427|ENSG00000081248|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:6770%09red/hsa:51305%09red/hsa:779%09red/hsa:114%09red/hsa:8911%09red/hsa:90993%09red/hsa:1585%09red
alpha-Linolenic acid metabolism	KEGG PATHWAY	hsa00592	2	25	0.541833160346	0.99999678071	ENSG00000168907|ENSG00000188784	http://www.genome.jp/kegg-bin/show_pathway?hsa00592/hsa:255189%09red/hsa:30814%09red
Viral carcinogenesis	KEGG PATHWAY	hsa05203	14	200	0.558474154944	0.99999678071	ENSG00000183625|ENSG00000170312|ENSG00000275713|ENSG00000123569|ENSG00000147889|ENSG00000158406|ENSG00000276966|ENSG00000147614|ENSG00000124232|ENSG00000145386|ENSG00000117399|ENSG00000105173|ENSG00000157613|ENSG00000196890	http://www.genome.jp/kegg-bin/show_pathway?hsa05203/hsa:158983%09red/hsa:1232%09red/hsa:11317%09red/hsa:983%09red/hsa:890%09red/hsa:128312%09red/hsa:8345%09red/hsa:991%09red/hsa:1029%09red/hsa:8367%09red/hsa:8365%09red/hsa:898%09red/hsa:245972%09red/hsa:90993%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	hsa00130	1	11	0.560651918916	0.99999678071	ENSG00000181019	http://www.genome.jp/kegg-bin/show_pathway?hsa00130/hsa:1728%09red
Folate biosynthesis	KEGG PATHWAY	hsa00790	2	26	0.56178316726	0.99999678071	ENSG00000198074|ENSG00000163295	http://www.genome.jp/kegg-bin/show_pathway?hsa00790/hsa:57016%09red/hsa:248%09red
Type I diabetes mellitus	KEGG PATHWAY	hsa04940	3	41	0.564680246334	0.99999678071	ENSG00000136750|ENSG00000054356|ENSG00000128683	http://www.genome.jp/kegg-bin/show_pathway?hsa04940/hsa:5798%09red/hsa:2571%09red/hsa:2572%09red
Collecting duct acid secretion	KEGG PATHWAY	hsa04966	2	27	0.581101957521	0.99999678071	ENSG00000105675|ENSG00000147614	http://www.genome.jp/kegg-bin/show_pathway?hsa04966/hsa:245972%09red/hsa:495%09red
Butanoate metabolism	KEGG PATHWAY	hsa00650	2	28	0.599785593311	0.99999678071	ENSG00000136750|ENSG00000128683	http://www.genome.jp/kegg-bin/show_pathway?hsa00650/hsa:2571%09red/hsa:2572%09red
Phagosome	KEGG PATHWAY	hsa04145	10	148	0.605109137292	0.99999678071	ENSG00000105664|ENSG00000104938|ENSG00000113296|ENSG00000158560|ENSG00000147614|ENSG00000158270|ENSG00000198033|ENSG00000178462|ENSG00000019169|ENSG00000104833	http://www.genome.jp/kegg-bin/show_pathway?hsa04145/hsa:81035%09red/hsa:1311%09red/hsa:1780%09red/hsa:245972%09red/hsa:79861%09red/hsa:7060%09red/hsa:8685%09red/hsa:10332%09red/hsa:10382%09red/hsa:7278%09red
Thyroid hormone synthesis	KEGG PATHWAY	hsa04918	5	74	0.606606204713	0.99999678071	ENSG00000140279|ENSG00000140274|ENSG00000155897|ENSG00000105641|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04918/hsa:405753%09red/hsa:6528%09red/hsa:90993%09red/hsa:50506%09red/hsa:114%09red
Carbohydrate digestion and absorption	KEGG PATHWAY	hsa04973	3	44	0.610024875319	0.99999678071	ENSG00000142583|ENSG00000257743|ENSG00000090402	http://www.genome.jp/kegg-bin/show_pathway?hsa04973/hsa:93432%09red/hsa:6518%09red/hsa:6476%09red
Vasopressin-regulated water reabsorption	KEGG PATHWAY	hsa04962	3	44	0.610024875319	0.99999678071	ENSG00000242173|ENSG00000158560|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04962/hsa:1780%09red/hsa:90993%09red/hsa:398%09red
PI3K-Akt signaling pathway	KEGG PATHWAY	hsa04151	24	354	0.615188607876	0.99999678071	ENSG00000138675|ENSG00000165197|ENSG00000162344|ENSG00000158815|ENSG00000138798|ENSG00000181072|ENSG00000113296|ENSG00000197565|ENSG00000168243|ENSG00000157613|ENSG00000186895|ENSG00000075388|ENSG00000074211|ENSG00000105664|ENSG00000168539|ENSG00000105173|ENSG00000107831|ENSG00000139219|ENSG00000091128|ENSG00000136487|ENSG00000118785|ENSG00000112280|ENSG00000029559|ENSG00000127928	http://www.genome.jp/kegg-bin/show_pathway?hsa04151/hsa:3381%09red/hsa:1311%09red/hsa:2792%09red/hsa:22798%09red/hsa:90993%09red/hsa:1297%09red/hsa:2689%09red/hsa:2250%09red/hsa:2253%09red/hsa:2277%09red/hsa:1950%09red/hsa:2786%09red/hsa:898%09red/hsa:1128%09red/hsa:1129%09red/hsa:5522%09red/hsa:2248%09red/hsa:2249%09red/hsa:1280%09red/hsa:7060%09red/hsa:8822%09red/hsa:1288%09red/hsa:6696%09red/hsa:9965%09red
Linoleic acid metabolism	KEGG PATHWAY	hsa00591	2	29	0.617833425211	0.99999678071	ENSG00000168907|ENSG00000188784	http://www.genome.jp/kegg-bin/show_pathway?hsa00591/hsa:255189%09red/hsa:30814%09red
Pancreatic cancer	KEGG PATHWAY	hsa05212	5	75	0.617843611965	0.99999678071	ENSG00000007968|ENSG00000147889|ENSG00000101412|ENSG00000051180|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa05212/hsa:1870%09red/hsa:5888%09red/hsa:1869%09red/hsa:1950%09red/hsa:1029%09red
ABC transporters	KEGG PATHWAY	hsa02010	3	45	0.624417467661	0.99999678071	ENSG00000144452|ENSG00000006071|ENSG00000004846	http://www.genome.jp/kegg-bin/show_pathway?hsa02010/hsa:6833%09red/hsa:340273%09red/hsa:26154%09red
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	7	106	0.627060882455	0.99999678071	ENSG00000137270|ENSG00000167941|ENSG00000155897|ENSG00000019186|ENSG00000157613|ENSG00000198569|ENSG00000137745	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:142680%09red/hsa:50964%09red/hsa:114%09red/hsa:1591%09red/hsa:90993%09red/hsa:8521%09red/hsa:4322%09red
PPAR signaling pathway	KEGG PATHWAY	hsa03320	5	76	0.628888915825	0.99999678071	ENSG00000170323|ENSG00000170231|ENSG00000164434|ENSG00000196611|ENSG00000181092	http://www.genome.jp/kegg-bin/show_pathway?hsa03320/hsa:4312%09red/hsa:2172%09red/hsa:2173%09red/hsa:2167%09red/hsa:9370%09red
Nicotinate and nicotinamide metabolism	KEGG PATHWAY	hsa00760	2	30	0.635247674326	0.99999678071	ENSG00000077009|ENSG00000157064	http://www.genome.jp/kegg-bin/show_pathway?hsa00760/hsa:23057%09red/hsa:27231%09red
Hepatocellular carcinoma	KEGG PATHWAY	hsa05225	11	167	0.637557465736	0.99999678071	ENSG00000111432|ENSG00000164362|ENSG00000147889|ENSG00000188763|ENSG00000007968|ENSG00000101412|ENSG00000154342|ENSG00000011332|ENSG00000138795|ENSG00000181019|ENSG00000115596	http://www.genome.jp/kegg-bin/show_pathway?hsa05225/hsa:11211%09red/hsa:7475%09red/hsa:89780%09red/hsa:1029%09red/hsa:7015%09red/hsa:1870%09red/hsa:51176%09red/hsa:1728%09red/hsa:1869%09red/hsa:8193%09red/hsa:8326%09red
Glycosaminoglycan biosynthesis - keratan sulfate	KEGG PATHWAY	hsa00533	1	14	0.642327189096	0.99999678071	ENSG00000183196	http://www.genome.jp/kegg-bin/show_pathway?hsa00533/hsa:4166%09red
Small cell lung cancer	KEGG PATHWAY	hsa05222	6	93	0.647224164079	0.99999678071	ENSG00000105173|ENSG00000197565|ENSG00000007968|ENSG00000101412|ENSG00000091128|ENSG00000101197	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:79444%09red/hsa:898%09red/hsa:1288%09red/hsa:1870%09red/hsa:22798%09red/hsa:1869%09red
Human papillomavirus infection	KEGG PATHWAY	hsa05165	22	331	0.647602466597	0.99999678071	ENSG00000111432|ENSG00000164362|ENSG00000147614|ENSG00000188763|ENSG00000138798|ENSG00000113296|ENSG00000154342|ENSG00000197565|ENSG00000145386|ENSG00000069812|ENSG00000157613|ENSG00000074211|ENSG00000105664|ENSG00000105173|ENSG00000124232|ENSG00000139219|ENSG00000091128|ENSG00000118785|ENSG00000115596|ENSG00000101412|ENSG00000112280|ENSG00000029559	http://www.genome.jp/kegg-bin/show_pathway?hsa05165/hsa:11211%09red/hsa:11317%09red/hsa:3381%09red/hsa:89780%09red/hsa:1311%09red/hsa:22798%09red/hsa:54626%09red/hsa:245972%09red/hsa:90993%09red/hsa:7475%09red/hsa:1950%09red/hsa:7015%09red/hsa:890%09red/hsa:898%09red/hsa:1297%09red/hsa:8326%09red/hsa:5522%09red/hsa:1280%09red/hsa:7060%09red/hsa:1288%09red/hsa:6696%09red/hsa:1869%09red
Drug metabolism - other enzymes	KEGG PATHWAY	hsa00983	5	78	0.65038853296	0.99999678071	ENSG00000240224|ENSG00000167900|ENSG00000213759|ENSG00000244122|ENSG00000242515	http://www.genome.jp/kegg-bin/show_pathway?hsa00983/hsa:7083%09red/hsa:54579%09red/hsa:54575%09red/hsa:54577%09red/hsa:10720%09red
Mucin type O-glycan biosynthesis	KEGG PATHWAY	hsa00512	2	31	0.65203305529	0.99999678071	ENSG00000136542|ENSG00000140297	http://www.genome.jp/kegg-bin/show_pathway?hsa00512/hsa:11227%09red/hsa:9245%09red
