##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
positive regulation of potassium ion transport	Gene Ontology	GO:0043268	1	9	0.49609146226	0.804819765931	ENSG00000077522	http://amigo.geneontology.org/amigo/term/GO:0043268
cellular aldehyde metabolic process	Gene Ontology	GO:0006081	1	9	0.49609146226	0.804819765931	ENSG00000108602	http://amigo.geneontology.org/amigo/term/GO:0006081
positive regulation of peptide hormone secretion	Gene Ontology	GO:0090277	1	9	0.49609146226	0.804819765931	ENSG00000134443	http://amigo.geneontology.org/amigo/term/GO:0090277
response to glucagon	Gene Ontology	GO:0033762	1	9	0.49609146226	0.804819765931	ENSG00000145386	http://amigo.geneontology.org/amigo/term/GO:0033762
membrane repolarization during cardiac muscle cell action potential	Gene Ontology	GO:0086013	1	9	0.49609146226	0.804819765931	ENSG00000055118	http://amigo.geneontology.org/amigo/term/GO:0086013
spectrin	Gene Ontology	GO:0008091	1	9	0.49609146226	0.804819765931	ENSG00000163554	http://amigo.geneontology.org/amigo/term/GO:0008091
nuclear telomere cap complex	Gene Ontology	GO:0000783	1	9	0.49609146226	0.804819765931	ENSG00000164362	http://amigo.geneontology.org/amigo/term/GO:0000783
daunorubicin metabolic process	Gene Ontology	GO:0044597	1	9	0.49609146226	0.804819765931	ENSG00000198074	http://amigo.geneontology.org/amigo/term/GO:0044597
negative regulation of toll-like receptor 4 signaling pathway	Gene Ontology	GO:0034144	1	9	0.49609146226	0.804819765931	ENSG00000125999	http://amigo.geneontology.org/amigo/term/GO:0034144
cell growth involved in cardiac muscle cell development	Gene Ontology	GO:0061049	1	9	0.49609146226	0.804819765931	ENSG00000180772	http://amigo.geneontology.org/amigo/term/GO:0061049
regulation of feeding behavior	Gene Ontology	GO:0060259	1	9	0.49609146226	0.804819765931	ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0060259
replication fork protection	Gene Ontology	GO:0048478	1	9	0.49609146226	0.804819765931	ENSG00000197299	http://amigo.geneontology.org/amigo/term/GO:0048478
potassium:chloride symporter activity	Gene Ontology	GO:0015379	1	9	0.49609146226	0.804819765931	ENSG00000074803	http://amigo.geneontology.org/amigo/term/GO:0015379
embryonic neurocranium morphogenesis	Gene Ontology	GO:0048702	1	9	0.49609146226	0.804819765931	ENSG00000107831	http://amigo.geneontology.org/amigo/term/GO:0048702
N-terminal protein amino acid acetylation	Gene Ontology	GO:0006474	1	9	0.49609146226	0.804819765931	ENSG00000156269	http://amigo.geneontology.org/amigo/term/GO:0006474
single strand break repair	Gene Ontology	GO:0000012	1	9	0.49609146226	0.804819765931	ENSG00000118245	http://amigo.geneontology.org/amigo/term/GO:0000012
mesenchymal to epithelial transition	Gene Ontology	GO:0060231	1	9	0.49609146226	0.804819765931	ENSG00000075891	http://amigo.geneontology.org/amigo/term/GO:0060231
negative regulation of hydrogen peroxide-induced cell death	Gene Ontology	GO:1903206	1	9	0.49609146226	0.804819765931	ENSG00000183010	http://amigo.geneontology.org/amigo/term/GO:1903206
female meiotic nuclear division	Gene Ontology	GO:0007143	1	9	0.49609146226	0.804819765931	ENSG00000131747	http://amigo.geneontology.org/amigo/term/GO:0007143
sulfation	Gene Ontology	GO:0051923	1	9	0.49609146226	0.804819765931	ENSG00000198203	http://amigo.geneontology.org/amigo/term/GO:0051923
carbohydrate biosynthetic process	Gene Ontology	GO:0016051	1	9	0.49609146226	0.804819765931	ENSG00000124302	http://amigo.geneontology.org/amigo/term/GO:0016051
clathrin adaptor complex	Gene Ontology	GO:0030131	1	9	0.49609146226	0.804819765931	ENSG00000129354	http://amigo.geneontology.org/amigo/term/GO:0030131
acid phosphatase activity	Gene Ontology	GO:0003993	1	9	0.49609146226	0.804819765931	ENSG00000142513	http://amigo.geneontology.org/amigo/term/GO:0003993
behavioral response to ethanol	Gene Ontology	GO:0048149	1	9	0.49609146226	0.804819765931	ENSG00000145708	http://amigo.geneontology.org/amigo/term/GO:0048149
D1 dopamine receptor binding	Gene Ontology	GO:0031748	1	9	0.49609146226	0.804819765931	ENSG00000131771	http://amigo.geneontology.org/amigo/term/GO:0031748
somatic stem cell division	Gene Ontology	GO:0048103	1	9	0.49609146226	0.804819765931	ENSG00000154342	http://amigo.geneontology.org/amigo/term/GO:0048103
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	Gene Ontology	GO:1901029	1	9	0.49609146226	0.804819765931	ENSG00000188763	http://amigo.geneontology.org/amigo/term/GO:1901029
primitive streak formation	Gene Ontology	GO:0090009	1	9	0.49609146226	0.804819765931	ENSG00000273706	http://amigo.geneontology.org/amigo/term/GO:0090009
positive regulation of lipopolysaccharide-mediated signaling pathway	Gene Ontology	GO:0031666	1	9	0.49609146226	0.804819765931	ENSG00000104899	http://amigo.geneontology.org/amigo/term/GO:0031666
protein K6-linked ubiquitination	Gene Ontology	GO:0085020	1	9	0.49609146226	0.804819765931	ENSG00000077152	http://amigo.geneontology.org/amigo/term/GO:0085020
regulation of cAMP-mediated signaling	Gene Ontology	GO:0043949	1	9	0.49609146226	0.804819765931	ENSG00000100302	http://amigo.geneontology.org/amigo/term/GO:0043949
mitochondrial respirasome assembly	Gene Ontology	GO:0097250	1	9	0.49609146226	0.804819765931	ENSG00000131097	http://amigo.geneontology.org/amigo/term/GO:0097250
endocardial cushion development	Gene Ontology	GO:0003197	1	9	0.49609146226	0.804819765931	ENSG00000112183	http://amigo.geneontology.org/amigo/term/GO:0003197
outer ear morphogenesis	Gene Ontology	GO:0042473	1	9	0.49609146226	0.804819765931	ENSG00000104313	http://amigo.geneontology.org/amigo/term/GO:0042473
heart valve development	Gene Ontology	GO:0003170	1	9	0.49609146226	0.804819765931	ENSG00000168779	http://amigo.geneontology.org/amigo/term/GO:0003170
sequestering of actin monomers	Gene Ontology	GO:0042989	1	9	0.49609146226	0.804819765931	ENSG00000158164	http://amigo.geneontology.org/amigo/term/GO:0042989
telomere maintenance via recombination	Gene Ontology	GO:0000722	1	9	0.49609146226	0.804819765931	ENSG00000051180	http://amigo.geneontology.org/amigo/term/GO:0000722
cellular response to acidic pH	Gene Ontology	GO:0071468	1	9	0.49609146226	0.804819765931	ENSG00000143595	http://amigo.geneontology.org/amigo/term/GO:0071468
genitalia development	Gene Ontology	GO:0048806	1	9	0.49609146226	0.804819765931	ENSG00000137273	http://amigo.geneontology.org/amigo/term/GO:0048806
keratinocyte development	Gene Ontology	GO:0003334	1	9	0.49609146226	0.804819765931	ENSG00000175793	http://amigo.geneontology.org/amigo/term/GO:0003334
Notch receptor processing	Gene Ontology	GO:0007220	1	9	0.49609146226	0.804819765931	ENSG00000187957	http://amigo.geneontology.org/amigo/term/GO:0007220
response to vitamin E	Gene Ontology	GO:0033197	1	9	0.49609146226	0.804819765931	ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0033197
arrestin family protein binding	Gene Ontology	GO:1990763	1	9	0.49609146226	0.804819765931	ENSG00000181072	http://amigo.geneontology.org/amigo/term/GO:1990763
cytolysis by host of symbiont cells	Gene Ontology	GO:0051838	1	9	0.49609146226	0.804819765931	ENSG00000143954	http://amigo.geneontology.org/amigo/term/GO:0051838
cuticular plate	Gene Ontology	GO:0032437	1	9	0.49609146226	0.804819765931	ENSG00000163554	http://amigo.geneontology.org/amigo/term/GO:0032437
sodium:phosphate symporter activity	Gene Ontology	GO:0005436	1	9	0.49609146226	0.804819765931	ENSG00000198569	http://amigo.geneontology.org/amigo/term/GO:0005436
positive regulation of growth hormone secretion	Gene Ontology	GO:0060124	1	9	0.49609146226	0.804819765931	ENSG00000106128	http://amigo.geneontology.org/amigo/term/GO:0060124
phagocytosis, recognition	Gene Ontology	GO:0006910	1	9	0.49609146226	0.804819765931	ENSG00000158270	http://amigo.geneontology.org/amigo/term/GO:0006910
mismatched DNA binding	Gene Ontology	GO:0030983	1	9	0.49609146226	0.804819765931	ENSG00000204410	http://amigo.geneontology.org/amigo/term/GO:0030983
positive regulation of synapse maturation	Gene Ontology	GO:0090129	1	9	0.49609146226	0.804819765931	ENSG00000117399	http://amigo.geneontology.org/amigo/term/GO:0090129
hepoxilin biosynthetic process	Gene Ontology	GO:0051122	1	9	0.49609146226	0.804819765931	ENSG00000179593	http://amigo.geneontology.org/amigo/term/GO:0051122
very-low-density lipoprotein particle remodeling	Gene Ontology	GO:0034372	1	9	0.49609146226	0.804819765931	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0034372
positive regulation of triglyceride catabolic process	Gene Ontology	GO:0010898	1	9	0.49609146226	0.804819765931	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0010898
lysozyme activity	Gene Ontology	GO:0003796	1	9	0.49609146226	0.804819765931	ENSG00000185674	http://amigo.geneontology.org/amigo/term/GO:0003796
amelogenesis	Gene Ontology	GO:0097186	1	9	0.49609146226	0.804819765931	ENSG00000167749	http://amigo.geneontology.org/amigo/term/GO:0097186
guanylate cyclase activity	Gene Ontology	GO:0004383	1	9	0.49609146226	0.804819765931	ENSG00000070019	http://amigo.geneontology.org/amigo/term/GO:0004383
negative regulation of dendrite morphogenesis	Gene Ontology	GO:0050774	1	9	0.49609146226	0.804819765931	ENSG00000115297	http://amigo.geneontology.org/amigo/term/GO:0050774
positive regulation of cholesterol esterification	Gene Ontology	GO:0010873	1	9	0.49609146226	0.804819765931	ENSG00000110244	http://amigo.geneontology.org/amigo/term/GO:0010873
iris morphogenesis	Gene Ontology	GO:0061072	1	9	0.49609146226	0.804819765931	ENSG00000164093	http://amigo.geneontology.org/amigo/term/GO:0061072
chemokine-mediated signaling pathway	Gene Ontology	GO:0070098	5	65	0.497717050544	0.804819765931	ENSG00000183625|ENSG00000006606|ENSG00000163735|ENSG00000131142|ENSG00000178623	http://amigo.geneontology.org/amigo/term/GO:0070098
alpha-tubulin binding	Gene Ontology	GO:0043014	3	37	0.499471829963	0.804819765931	ENSG00000161800|ENSG00000183690|ENSG00000103546	http://amigo.geneontology.org/amigo/term/GO:0043014
intrinsic component of plasma membrane	Gene Ontology	GO:0031226	3	37	0.499471829963	0.804819765931	ENSG00000113763|ENSG00000147257|ENSG00000120088	http://amigo.geneontology.org/amigo/term/GO:0031226
beta-tubulin binding	Gene Ontology	GO:0048487	3	37	0.499471829963	0.804819765931	ENSG00000161800|ENSG00000121742|ENSG00000103546	http://amigo.geneontology.org/amigo/term/GO:0048487
RNA polymerase II core promoter sequence-specific DNA binding	Gene Ontology	GO:0000979	2	23	0.500074514684	0.804819765931	ENSG00000106462|ENSG00000168505	http://amigo.geneontology.org/amigo/term/GO:0000979
positive regulation of mesenchymal cell proliferation	Gene Ontology	GO:0002053	2	23	0.500074514684	0.804819765931	ENSG00000116132|ENSG00000168779	http://amigo.geneontology.org/amigo/term/GO:0002053
microtubule plus-end	Gene Ontology	GO:0035371	2	23	0.500074514684	0.804819765931	ENSG00000186185|ENSG00000142945	http://amigo.geneontology.org/amigo/term/GO:0035371
regulation of transforming growth factor beta receptor signaling pathway	Gene Ontology	GO:0017015	2	23	0.500074514684	0.804819765931	ENSG00000176887|ENSG00000110195	http://amigo.geneontology.org/amigo/term/GO:0017015
zymogen activation	Gene Ontology	GO:0031638	2	23	0.500074514684	0.804819765931	ENSG00000142515|ENSG00000167751	http://amigo.geneontology.org/amigo/term/GO:0031638
maternal process involved in female pregnancy	Gene Ontology	GO:0060135	2	23	0.500074514684	0.804819765931	ENSG00000188620|ENSG00000118432	http://amigo.geneontology.org/amigo/term/GO:0060135
antigen processing and presentation	Gene Ontology	GO:0019882	2	23	0.500074514684	0.804819765931	ENSG00000104938|ENSG00000169213	http://amigo.geneontology.org/amigo/term/GO:0019882
DNA methylation	Gene Ontology	GO:0006306	2	23	0.500074514684	0.804819765931	ENSG00000119969|ENSG00000106462	http://amigo.geneontology.org/amigo/term/GO:0006306
negative regulation of endothelial cell migration	Gene Ontology	GO:0010596	2	23	0.500074514684	0.804819765931	ENSG00000163217|ENSG00000263761	http://amigo.geneontology.org/amigo/term/GO:0010596
positive regulation of mRNA splicing, via spliceosome	Gene Ontology	GO:0048026	2	23	0.500074514684	0.804819765931	ENSG00000188816|ENSG00000159409	http://amigo.geneontology.org/amigo/term/GO:0048026
transforming growth factor beta binding	Gene Ontology	GO:0050431	2	23	0.500074514684	0.804819765931	ENSG00000101446|ENSG00000156535	http://amigo.geneontology.org/amigo/term/GO:0050431
cytoskeleton-dependent cytokinesis	Gene Ontology	GO:0061640	2	23	0.500074514684	0.804819765931	ENSG00000154997|ENSG00000100167	http://amigo.geneontology.org/amigo/term/GO:0061640
release of cytochrome c from mitochondria	Gene Ontology	GO:0001836	2	23	0.500074514684	0.804819765931	ENSG00000175793|ENSG00000188763	http://amigo.geneontology.org/amigo/term/GO:0001836
positive regulation of neuroblast proliferation	Gene Ontology	GO:0002052	2	23	0.500074514684	0.804819765931	ENSG00000066279|ENSG00000176165	http://amigo.geneontology.org/amigo/term/GO:0002052
sister chromatid cohesion	Gene Ontology	GO:0007062	2	23	0.500074514684	0.804819765931	ENSG00000166851|ENSG00000077935	http://amigo.geneontology.org/amigo/term/GO:0007062
negative regulation of myoblast differentiation	Gene Ontology	GO:0045662	2	23	0.500074514684	0.804819765931	ENSG00000171243|ENSG00000077009	http://amigo.geneontology.org/amigo/term/GO:0045662
response to interferon-gamma	Gene Ontology	GO:0034341	2	23	0.500074514684	0.804819765931	ENSG00000164756|ENSG00000213886	http://amigo.geneontology.org/amigo/term/GO:0034341
positive regulation of long-term synaptic potentiation	Gene Ontology	GO:1900273	2	23	0.500074514684	0.804819765931	ENSG00000155897|ENSG00000133216	http://amigo.geneontology.org/amigo/term/GO:1900273
structural molecule activity	Gene Ontology	GO:0005198	12	164	0.501459499584	0.80673014639	ENSG00000125780|ENSG00000164007|ENSG00000102837|ENSG00000167880|ENSG00000187242|ENSG00000154143|ENSG00000066405|ENSG00000135443|ENSG00000188162|ENSG00000158887|ENSG00000008735|ENSG00000261150	http://amigo.geneontology.org/amigo/term/GO:0005198
G protein-coupled receptor binding	Gene Ontology	GO:0001664	5	66	0.510422922955	0.813275202974	ENSG00000128266|ENSG00000019169|ENSG00000187908|ENSG00000143125|ENSG00000171136	http://amigo.geneontology.org/amigo/term/GO:0001664
postsynaptic density	Gene Ontology	GO:0014069	18	250	0.510518150635	0.813275202974	ENSG00000164418|ENSG00000116675|ENSG00000172020|ENSG00000155897|ENSG00000080644|ENSG00000183454|ENSG00000185666|ENSG00000169862|ENSG00000087250|ENSG00000152377|ENSG00000176884|ENSG00000185046|ENSG00000169760|ENSG00000234965|ENSG00000064787|ENSG00000111206|ENSG00000008735|ENSG00000120251	http://amigo.geneontology.org/amigo/term/GO:0014069
chromatin organization	Gene Ontology	GO:0006325	10	137	0.512071345399	0.813275202974	ENSG00000149948|ENSG00000173894|ENSG00000196747|ENSG00000181218|ENSG00000181449|ENSG00000182583|ENSG00000184357|ENSG00000142619|ENSG00000106462|ENSG00000182968	http://amigo.geneontology.org/amigo/term/GO:0006325
enzyme activator activity	Gene Ontology	GO:0008047	4	52	0.512897567774	0.813275202974	ENSG00000196748|ENSG00000137392|ENSG00000240045|ENSG00000204140	http://amigo.geneontology.org/amigo/term/GO:0008047
glycosaminoglycan biosynthetic process	Gene Ontology	GO:0006024	3	38	0.51624892125	0.813275202974	ENSG00000171004|ENSG00000136542|ENSG00000147257	http://amigo.geneontology.org/amigo/term/GO:0006024
dendritic shaft	Gene Ontology	GO:0043198	3	38	0.51624892125	0.813275202974	ENSG00000111206|ENSG00000063015|ENSG00000169760	http://amigo.geneontology.org/amigo/term/GO:0043198
chromatin silencing	Gene Ontology	GO:0006342	3	38	0.51624892125	0.813275202974	ENSG00000181218|ENSG00000196747|ENSG00000118245	http://amigo.geneontology.org/amigo/term/GO:0006342
negative regulation of G0 to G1 transition	Gene Ontology	GO:0070317	3	38	0.51624892125	0.813275202974	ENSG00000106462|ENSG00000101412|ENSG00000051180	http://amigo.geneontology.org/amigo/term/GO:0070317
cellular response to cadmium ion	Gene Ontology	GO:0071276	3	38	0.51624892125	0.813275202974	ENSG00000070019|ENSG00000169688|ENSG00000087250	http://amigo.geneontology.org/amigo/term/GO:0071276
negative regulation of NIK/NF-kappaB signaling	Gene Ontology	GO:1901223	2	24	0.521259625635	0.813275202974	ENSG00000082196|ENSG00000101144	http://amigo.geneontology.org/amigo/term/GO:1901223
clathrin-dependent endocytosis	Gene Ontology	GO:0072583	2	24	0.521259625635	0.813275202974	ENSG00000116675|ENSG00000065609	http://amigo.geneontology.org/amigo/term/GO:0072583
response to cadmium ion	Gene Ontology	GO:0046686	2	24	0.521259625635	0.813275202974	ENSG00000164362|ENSG00000170312	http://amigo.geneontology.org/amigo/term/GO:0046686
G protein-coupled serotonin receptor signaling pathway	Gene Ontology	GO:0098664	2	24	0.521259625635	0.813275202974	ENSG00000181072|ENSG00000168539	http://amigo.geneontology.org/amigo/term/GO:0098664
positive regulation of insulin receptor signaling pathway	Gene Ontology	GO:0046628	2	24	0.521259625635	0.813275202974	ENSG00000178752|ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0046628
sphingolipid metabolic process	Gene Ontology	GO:0006665	2	24	0.521259625635	0.813275202974	ENSG00000178597|ENSG00000128242	http://amigo.geneontology.org/amigo/term/GO:0006665
protein-lysine N-methyltransferase activity	Gene Ontology	GO:0016279	2	24	0.521259625635	0.813275202974	ENSG00000106462|ENSG00000139780	http://amigo.geneontology.org/amigo/term/GO:0016279
cellular response to zinc ion	Gene Ontology	GO:0071294	2	24	0.521259625635	0.813275202974	ENSG00000169688|ENSG00000087250	http://amigo.geneontology.org/amigo/term/GO:0071294
intrinsic apoptotic signaling pathway by p53 class mediator	Gene Ontology	GO:0072332	2	24	0.521259625635	0.813275202974	ENSG00000007968|ENSG00000101412	http://amigo.geneontology.org/amigo/term/GO:0072332
decidualization	Gene Ontology	GO:0046697	2	24	0.521259625635	0.813275202974	ENSG00000136943|ENSG00000118785	http://amigo.geneontology.org/amigo/term/GO:0046697
low-density lipoprotein particle clearance	Gene Ontology	GO:0034383	2	24	0.521259625635	0.813275202974	ENSG00000170835|ENSG00000181092	http://amigo.geneontology.org/amigo/term/GO:0034383
glucose transmembrane transport	Gene Ontology	GO:1904659	2	24	0.521259625635	0.813275202974	ENSG00000142583|ENSG00000158865	http://amigo.geneontology.org/amigo/term/GO:1904659
post-embryonic development	Gene Ontology	GO:0009791	5	67	0.522995757652	0.813275202974	ENSG00000186051|ENSG00000052850|ENSG00000113327|ENSG00000135638|ENSG00000273706	http://amigo.geneontology.org/amigo/term/GO:0009791
collagen binding	Gene Ontology	GO:0005518	5	67	0.522995757652	0.813275202974	ENSG00000105664|ENSG00000100473|ENSG00000152583|ENSG00000137745|ENSG00000262406	http://amigo.geneontology.org/amigo/term/GO:0005518
Notch signaling pathway	Gene Ontology	GO:0007219	8	110	0.52517035401	0.813275202974	ENSG00000090932|ENSG00000203877|ENSG00000172238|ENSG00000184489|ENSG00000188095|ENSG00000187957|ENSG00000128652|ENSG00000110492	http://amigo.geneontology.org/amigo/term/GO:0007219
regulation of cell population proliferation	Gene Ontology	GO:0042127	12	167	0.525437710651	0.813275202974	ENSG00000126010|ENSG00000178522|ENSG00000101197|ENSG00000138083|ENSG00000128714|ENSG00000137203|ENSG00000070019|ENSG00000008196|ENSG00000144354|ENSG00000267795|ENSG00000111206|ENSG00000123999	http://amigo.geneontology.org/amigo/term/GO:0042127
regulation of cardiac conduction	Gene Ontology	GO:1903779	4	53	0.52702918064	0.813275202974	ENSG00000145244|ENSG00000183072|ENSG00000089356|ENSG00000186439	http://amigo.geneontology.org/amigo/term/GO:1903779
response to unfolded protein	Gene Ontology	GO:0006986	4	53	0.52702918064	0.813275202974	ENSG00000105664|ENSG00000113296|ENSG00000169271|ENSG00000139055	http://amigo.geneontology.org/amigo/term/GO:0006986
cellular response to caffeine	Gene Ontology	GO:0071313	1	10	0.529477083065	0.813275202974	ENSG00000081248	http://amigo.geneontology.org/amigo/term/GO:0071313
cerebellar Purkinje cell layer development	Gene Ontology	GO:0021680	1	10	0.529477083065	0.813275202974	ENSG00000063015	http://amigo.geneontology.org/amigo/term/GO:0021680
receptor guanylyl cyclase signaling pathway	Gene Ontology	GO:0007168	1	10	0.529477083065	0.813275202974	ENSG00000070019	http://amigo.geneontology.org/amigo/term/GO:0007168
response to denervation involved in regulation of muscle adaptation	Gene Ontology	GO:0014894	1	10	0.529477083065	0.813275202974	ENSG00000183873	http://amigo.geneontology.org/amigo/term/GO:0014894
midgut development	Gene Ontology	GO:0007494	1	10	0.529477083065	0.813275202974	ENSG00000115386	http://amigo.geneontology.org/amigo/term/GO:0007494
armadillo repeat domain binding	Gene Ontology	GO:0070016	1	10	0.529477083065	0.813275202974	ENSG00000138795	http://amigo.geneontology.org/amigo/term/GO:0070016
cAMP-dependent protein kinase complex	Gene Ontology	GO:0005952	1	10	0.529477083065	0.813275202974	ENSG00000186471	http://amigo.geneontology.org/amigo/term/GO:0005952
dynein light chain binding	Gene Ontology	GO:0045503	1	10	0.529477083065	0.813275202974	ENSG00000158560	http://amigo.geneontology.org/amigo/term/GO:0045503
chloride channel inhibitor activity	Gene Ontology	GO:0019869	1	10	0.529477083065	0.813275202974	ENSG00000126562	http://amigo.geneontology.org/amigo/term/GO:0019869
protein tyrosine/threonine phosphatase activity	Gene Ontology	GO:0008330	1	10	0.529477083065	0.813275202974	ENSG00000130829	http://amigo.geneontology.org/amigo/term/GO:0008330
phospholipid catabolic process	Gene Ontology	GO:0009395	1	10	0.529477083065	0.813275202974	ENSG00000266200	http://amigo.geneontology.org/amigo/term/GO:0009395
DNA N-glycosylase activity	Gene Ontology	GO:0019104	1	10	0.529477083065	0.813275202974	ENSG00000109674	http://amigo.geneontology.org/amigo/term/GO:0019104
prostate gland development	Gene Ontology	GO:0030850	1	10	0.529477083065	0.813275202974	ENSG00000179593	http://amigo.geneontology.org/amigo/term/GO:0030850
regulation of phagocytosis	Gene Ontology	GO:0050764	1	10	0.529477083065	0.813275202974	ENSG00000102837	http://amigo.geneontology.org/amigo/term/GO:0050764
substrate-dependent cell migration, cell extension	Gene Ontology	GO:0006930	1	10	0.529477083065	0.813275202974	ENSG00000165973	http://amigo.geneontology.org/amigo/term/GO:0006930
androgen biosynthetic process	Gene Ontology	GO:0006702	1	10	0.529477083065	0.813275202974	ENSG00000148795	http://amigo.geneontology.org/amigo/term/GO:0006702
secretion by cell	Gene Ontology	GO:0032940	1	10	0.529477083065	0.813275202974	ENSG00000144452	http://amigo.geneontology.org/amigo/term/GO:0032940
negative regulation of transcription by competitive promoter binding	Gene Ontology	GO:0010944	1	10	0.529477083065	0.813275202974	ENSG00000137203	http://amigo.geneontology.org/amigo/term/GO:0010944
metanephric collecting duct development	Gene Ontology	GO:0072205	1	10	0.529477083065	0.813275202974	ENSG00000075891	http://amigo.geneontology.org/amigo/term/GO:0072205
pyrimidine nucleoside salvage	Gene Ontology	GO:0043097	1	10	0.529477083065	0.813275202974	ENSG00000167900	http://amigo.geneontology.org/amigo/term/GO:0043097
metalloexopeptidase activity	Gene Ontology	GO:0008235	1	10	0.529477083065	0.813275202974	ENSG00000015413	http://amigo.geneontology.org/amigo/term/GO:0008235
membrane repolarization	Gene Ontology	GO:0086009	1	10	0.529477083065	0.813275202974	ENSG00000055118	http://amigo.geneontology.org/amigo/term/GO:0086009
regulation of stress-activated MAPK cascade	Gene Ontology	GO:0032872	1	10	0.529477083065	0.813275202974	ENSG00000101951	http://amigo.geneontology.org/amigo/term/GO:0032872
negative regulation of cell growth involved in cardiac muscle cell development	Gene Ontology	GO:0061052	1	10	0.529477083065	0.813275202974	ENSG00000160211	http://amigo.geneontology.org/amigo/term/GO:0061052
peptide hormone receptor binding	Gene Ontology	GO:0051428	1	10	0.529477083065	0.813275202974	ENSG00000174697	http://amigo.geneontology.org/amigo/term/GO:0051428
post-mRNA release spliceosomal complex	Gene Ontology	GO:0071014	1	10	0.529477083065	0.813275202974	ENSG00000104177	http://amigo.geneontology.org/amigo/term/GO:0071014
negative regulation of heterotypic cell-cell adhesion	Gene Ontology	GO:0034115	1	10	0.529477083065	0.813275202974	ENSG00000181092	http://amigo.geneontology.org/amigo/term/GO:0034115
lipid droplet formation	Gene Ontology	GO:0140042	1	10	0.529477083065	0.813275202974	ENSG00000267795	http://amigo.geneontology.org/amigo/term/GO:0140042
type B pancreatic cell proliferation	Gene Ontology	GO:0044342	1	10	0.529477083065	0.813275202974	ENSG00000163623	http://amigo.geneontology.org/amigo/term/GO:0044342
dendritic spine maintenance	Gene Ontology	GO:0097062	1	10	0.529477083065	0.813275202974	ENSG00000137825	http://amigo.geneontology.org/amigo/term/GO:0097062
amyloid fibril formation	Gene Ontology	GO:1990000	1	10	0.529477083065	0.813275202974	ENSG00000186868	http://amigo.geneontology.org/amigo/term/GO:1990000
positive regulation of growth	Gene Ontology	GO:0045927	1	10	0.529477083065	0.813275202974	ENSG00000136487	http://amigo.geneontology.org/amigo/term/GO:0045927
rough endoplasmic reticulum membrane	Gene Ontology	GO:0030867	1	10	0.529477083065	0.813275202974	ENSG00000185818	http://amigo.geneontology.org/amigo/term/GO:0030867
endoplasmic reticulum chaperone complex	Gene Ontology	GO:0034663	1	10	0.529477083065	0.813275202974	ENSG00000242515	http://amigo.geneontology.org/amigo/term/GO:0034663
vagina development	Gene Ontology	GO:0060068	1	10	0.529477083065	0.813275202974	ENSG00000273706	http://amigo.geneontology.org/amigo/term/GO:0060068
organic acid binding	Gene Ontology	GO:0043177	1	10	0.529477083065	0.813275202974	ENSG00000213931	http://amigo.geneontology.org/amigo/term/GO:0043177
positive regulation of megakaryocyte differentiation	Gene Ontology	GO:0045654	1	10	0.529477083065	0.813275202974	ENSG00000088992	http://amigo.geneontology.org/amigo/term/GO:0045654
beta-catenin-TCF complex	Gene Ontology	GO:1990907	1	10	0.529477083065	0.813275202974	ENSG00000138795	http://amigo.geneontology.org/amigo/term/GO:1990907
dystroglycan binding	Gene Ontology	GO:0002162	1	10	0.529477083065	0.813275202974	ENSG00000106541	http://amigo.geneontology.org/amigo/term/GO:0002162
haptoglobin-hemoglobin complex	Gene Ontology	GO:0031838	1	10	0.529477083065	0.813275202974	ENSG00000213931	http://amigo.geneontology.org/amigo/term/GO:0031838
production of siRNA involved in RNA interference	Gene Ontology	GO:0030422	1	10	0.529477083065	0.813275202974	ENSG00000164362	http://amigo.geneontology.org/amigo/term/GO:0030422
transepithelial transport	Gene Ontology	GO:0070633	1	10	0.529477083065	0.813275202974	ENSG00000225697	http://amigo.geneontology.org/amigo/term/GO:0070633
negative regulation of synaptic transmission, glutamatergic	Gene Ontology	GO:0051967	1	10	0.529477083065	0.813275202974	ENSG00000164418	http://amigo.geneontology.org/amigo/term/GO:0051967
myosin II binding	Gene Ontology	GO:0045159	1	10	0.529477083065	0.813275202974	ENSG00000145087	http://amigo.geneontology.org/amigo/term/GO:0045159
positive regulation of guanylate cyclase activity	Gene Ontology	GO:0031284	1	10	0.529477083065	0.813275202974	ENSG00000197273	http://amigo.geneontology.org/amigo/term/GO:0031284
positive regulation of cysteine-type endopeptidase activity	Gene Ontology	GO:2001056	1	10	0.529477083065	0.813275202974	ENSG00000176884	http://amigo.geneontology.org/amigo/term/GO:2001056
thyroid hormone transport	Gene Ontology	GO:0070327	1	10	0.529477083065	0.813275202974	ENSG00000139155	http://amigo.geneontology.org/amigo/term/GO:0070327
